     1	-90.0591
     2	-90.3928
     3	-90.6758
     4	-90.8589
     5	-90.9076
     6	-90.8095
     7	-90.5761
     8	-90.243
     9	-89.8607
    10	-89.4816
    11	-89.1488
    12	-88.8864
    13	-88.6966
    14	-88.5612
    15	-88.4459
    16	-88.3132
    17	-88.1347
    18	-87.9016
    19	-87.629
    20	-87.3529
    21	-87.1215
    22	-86.982
    23	-86.9678
    24	-87.0876
    25	-87.323
    26	-87.634
    27	-87.9727
    28	-88.2964
    29	-88.5802
    30	-88.8248
    31	-89.0541
    32	-89.3061
    33	-89.6169
    34	-90.0045
    35	-90.4578
    36	-90.9357
    37	-91.3776
    38	-91.7196
    39	-91.9117
    40	-91.9334
    41	-91.7962
    42	-91.5405
    43	-91.2258
    44	-90.9146
    45	-90.6561
    46	-90.4744
    47	-90.3631
    48	-90.2909
    49	-90.2138
    50	-90.0896
    51	-89.8934
    52	-89.6281
    53	-89.3297
    54	-89.0585
    55	-88.8805
    56	-88.8447
    57	-88.9659
    58	-89.2184
    59	-89.5454
    60	-89.8802
    61	-90.1665
    62	-90.3754
    63	-90.5102
    64	-90.6024
    65	-90.704
    66	-90.8693
    67	-91.1373
    68	-91.5181
    69	-91.9887
    70	-92.4991
    71	-92.9843
    72	-93.3804
    73	-93.6358
    74	-93.7204
    75	-93.6333
    76	-93.3993
    77	-93.0618
    78	-92.6733
    79	-92.281
    80	-91.9118
    81	-91.5671
    82	-91.2242
    83	-90.8481
    84	-90.4054
    85	-89.878
    86	-89.2728
    87	-88.6234
    88	-87.984
    89	-87.4171
    90	-86.9755
    91	-86.6882
    92	-86.5513
    93	-86.5293
    94	-86.5646
    95	-86.5919
    96	-86.5554
    97	-86.4209
    98	-86.1827
    99	-85.8626
   100	-85.5038
   101	-85.1577
   102	-84.8701
   103	-84.6681
   104	-84.5515
   105	-84.4912
   106	-84.439
   107	-84.3437
   108	-84.1691
   109	-83.9077
   110	-83.5869
   111	-83.2646
   112	-83.0117
   113	-82.8934
   114	-82.9464
   115	-83.1624
   116	-83.4918
   117	-83.86
   118	-84.1925
   119	-84.4385
   120	-84.5854
   121	-84.662
   122	-84.7298
   123	-84.8647
   124	-85.1342
   125	-85.5763
   126	-86.1872
   127	-86.9249
   128	-87.721
   129	-88.5037
   130	-89.2181
   131	-89.8384
   132	-90.3723
   133	-90.8503
   134	-91.313
   135	-91.7984
   136	-92.3255
   137	-92.8885
   138	-93.4559
   139	-93.981
   140	-94.4162
   141	-94.7252
   142	-94.8924
   143	-94.9285
   144	-94.8686
   145	-94.7672
   146	-94.6835
   147	-94.664
   148	-94.7293
   149	-94.8668
   150	-95.0359
