-144.328 51.2877
-146.595 53.3766
-149.866 50.1013
-151.282 51.0934
-148.184 51.4575
-150.251 54.9798
-151.936 61.6479
-152.164 63.4542
-145.962 60.2848
-147.804 63.349
-153.471 58.0234
-157.642 51.3254
-156.658 57.4075
-161.864 59.4939
-161.37 55.8557
-155.254 60.5256
-153.415 63.7114
-155.148 56.9435
-156.586 51.2937
-160.531 53.02
-161.747 47.98
-163.083 47.5616
-162.105 51.3122
-162.672 49.6752
-162.669 44.6274
-159.115 44.0033
-151.877 45.7153
-148.297 47.8364
-145.171 50.9908
-138.755 50.8979
-135.525 54.5798
-140.705 51.9167
-143.75 44.9142
-140.999 42.3066
-137.668 40.0601
-142.286 45.4291
-139.292 46.1486
-131.742 44.3312
-133.613 45.9862
-137.385 49.4496
-134.094 48.2456
-133.488 44.7412
-133.692 46.7493
-134.825 47.5443
-135.545 45.4041
-138.187 41.8966
-142.124 33.5764
-142.925 23.7289
-148.138 24.9315
-151.968 32.2899
-142.031 29.1622
-139.323 29.7783
-145.32 33.7034
-144.666 33.6729
-140.256 32.9601
-140.181 33.6971
-143.588 29.9069
-142.241 22.5806
-143.276 27.7026
-147.741 26.4403
-145.323 17.2215
-143.859 16.1738
-148.664 17.9373
-147.654 13.8068
-144.265 11.4678
-145.574 18.3381
-142.737 26.33
-136.929 24.6797
-137.117 21.7317
-144.82 27.5495
-149.501 28.862
-148.37 22.261
-150.265 30.1051
-151.856 32.7088
-154.142 29.1039
-157.19 26.3522
-156.447 29.2868
-154.152 32.0002
-151.827 25.612
-149.8 30.1946
-144.756 30.7918
-140.408 29.6263
-137.015 31.3648
-133.633 25.0027
-132.684 22.2478
-131.96 18.7151
-131.826 22.3926
-130.242 29.5334
-128.4 26.8502
-127.491 28.4866
-130.804 31.5168
-138.096 32.8427
-138.417 28.6399
-141.222 23.919
-148.07 32.9494
-147.954 38.3763
-144.107 40.3467
-145.63 36.3095
-147.136 32.8397
-145.869 35.38
-140.995 36.7917
-142.406 39.0271
-142.488 37.5272
-136.467 31.2609
-134.201 34.1387
-135.649 34.5253
-134.626 31.5964
-128.572 28.4859
-122.301 29.1029
-125.423 34.3228
-130.393 34.4201
-130.101 32.1999
-129.492 35.3249
-129.758 33.3301
-132.407 30.1977
-137.58 36.407
-135.873 32.7801
-127.717 32.9987
-122.515 40.0786
-125.13 35.8932
-127.641 30.1885
-125.771 28.0705
-125.894 26.1729
-128.559 31.5686
-131.864 35.9285
-134.645 36.9126
-135.529 32.7423
-137.386 29.7244
-136.846 26.6063
-137.684 26.3774
-133.902 28.0548
-129.428 27.0511
-128.365 27.431
-124.907 31.4926
-118.494 28.8273
-118.326 27.0771
-120.192 29.606
-115.298 23.4423
-116.416 24.2326
-119.966 28.1089
-113.167 25.2137
-114.123 25.4281
-122.913 20.2965
-125.669 18.3614
-120.955 22.6711
-119.1 22.4037
-119.207 23.514
-113.466 18.9888
-113.167 23.1699
-119.075 20.783
-118.831 10.7403
-115.569 13.4668
-119.583 14.6139
-119.416 10.7564
-114.367 10.3055
-112.881 11.2369
-116.669 8.14017
-115.426 8.03678
-112.162 12.2407
-120.232 14.7912
-123.301 11.478
-118.682 16.5576
-122.439 28.3712
-123.205 24.7605
-118.416 18.3232
-114.896 22.0451
