1 -96.4886 -20.3301
2 -96.9261 -20.4706
3 -97.3273 -20.7083
4 -97.6651 -21.07
5 -97.9254 -21.5698
6 -98.1069 -22.1999
7 -98.2175 -22.93
8 -98.2671 -23.7106
9 -98.2635 -24.4856
10 -98.21 -25.2104
11 -98.1064 -25.8623
12 -97.9519 -26.4454
13 -97.749 -26.9825
14 -97.5058 -27.502
15 -97.2391 -28.0213
16 -96.9729 -28.5356
17 -96.7367 -29.0144
18 -96.5582 -29.4122
19 -96.4557 -29.6846
20 -96.4324 -29.806
21 -96.4756 -29.7828
22 -96.5595 -29.6534
23 -96.6529 -29.4768
24 -96.7254 -29.313
25 -96.7535 -29.2051
26 -96.7247 -29.167
27 -96.6381 -29.1829
28 -96.504 -29.2159
29 -96.3388 -29.2254
30 -96.1577 -29.1841
31 -95.9697 -29.0899
32 -95.7729 -28.9684
33 -95.5552 -28.864
34 -95.301 -28.8227
35 -95.002 -28.8763
36 -94.6677 -29.0285
37 -94.3326 -29.2504
38 -94.055 -29.4875
39 -93.9048 -29.6753
40 -93.9459 -29.7586
41 -94.2163 -29.7089
42 -94.7163 -29.533
43 -95.4121 -29.2688
44 -96.2501 -28.9712
45 -97.174 -28.6937
46 -98.139 -28.4716
47 -99.1148 -28.3145
48 -100.082 -28.2078
49 -101.025 -28.1238
50 -101.927 -28.0363
51 -102.771 -27.9327
52 -103.54 -27.8209
53 -104.223 -27.7257
54 -104.807 -27.679
55 -105.283 -27.7052
56 -105.639 -27.8106
57 -105.862 -27.9788
58 -105.937 -28.174
59 -105.861 -28.3509
60 -105.642 -28.4683
61 -105.309 -28.4994
62 -104.903 -28.4363
63 -104.471 -28.2885
64 -104.05 -28.0747
65 -103.661 -27.814
66 -103.313 -27.5186
67 -103.008 -27.1931
68 -102.745 -26.8358
69 -102.525 -26.4457
70 -102.345 -26.0292
71 -102.198 -25.603
72 -102.072 -25.1928
73 -101.951 -24.8278
74 -101.82 -24.5315
75 -101.678 -24.314
76 -101.531 -24.1667
77 -101.398 -24.0634
78 -101.302 -23.9685
79 -101.261 -23.8488
80 -101.281 -23.6858
81 -101.353 -23.483
82 -101.456 -23.2637
83 -101.571 -23.0624
84 -101.683 -22.9108
85 -101.79 -22.8253
86 -101.901 -22.8008
87 -102.028 -22.8136
88 -102.179 -22.8325
89 -102.351 -22.8332
90 -102.529 -22.8123
91 -102.687 -22.7919
92 -102.798 -22.8153
93 -102.839 -22.9333
